"ID_muestra","N_Vaca","Muestreo","ED","DEL","Estado","Estado_n","NP","PL","CE","CCS","SCCS","Resultado","","","",""
"877-6","877","6","49","144","Inseminada","3","2","17.1","6.6","113000","3.18","0","","","",""
"946-3","946","3","35","218","Gestante","1","1","13.2","6.6","112000","3.16","0","","","",""
"930-2","930","2","36","97","Inseminada","3","1","10","6.4","112000","3.16","0","","","",""
"1495-4","1495","4","43","83","Abierta","2","2","17.7","6.7","114000","3.19","0","","","",""
"686-10","686","10","109","253","Inseminada","3","6","8","6.1","113000","3.18","0","","","",""
"1946-8","1946","8","91","34","Abierta","2","5","17.6","7","113000","3.18","0","","","",""
"839-10","839","10","60","91","Inseminada","3","3","15.8","6.5","98000","2.97","0","","","",""
"930-5","930","5","37","118","No gestante","#N/A","1","8.6","5.3","97000","2.96","0","","","",""
"947-1","947","1","34","181","Gestante","1","1","14.1","6.5","97000","2.96","0","","","",""
"1652-2","1652","2","44","241","Gestante","1","1","9.7","5.6","99000","2.99","0","","","",""
"902-8","902","8","44","106","Gestante","1","2","14.8","7.1","99000","2.99","0","","","",""
"972-9","972","9","30","180","Inseminada","3","1","12.5","4.2","99000","2.99","0","","","",""
"1652-3","1652","3","44","248","Gestante","1","1","10.4","5.7","96000","2.94","0","","","",""
"961-7","961","7","33","229","Gestante","1","1","11.8","4.9","96000","2.94","0","","","",""
"872-3","872","3","49","163","Inseminada","3","2","15","6.6","96000","2.94","0","","","",""
"920-11","920","11","40","60","Inseminada","3","2","15","5.7","97000","2.96","0","","","",""
"967-3","967","3","30","159","Gestante","1","1","12.9","5.6","96000","2.94","0","","","",""
"755-10","755","10","84","234","Gestante","1","5","12.9","7.2","96000","2.94","0","","","",""
"1107-11","1107","11","102","46","Abierta","2","7","18.3","6.6","100000","3","0","","","",""
"798-3","798","3","65","260","Gestante","1","4","11.6","6.8","103000","3.04","0","","","",""
"877-3","877","3","48","123","Inseminada","3","2","19","5.6","103000","3.04","0","","","",""
"798-4","798","4","65","267","Gestante","1","4","19.6","6.5","102000","3.03","0","","","",""
"1652-6","1652","6","45","269","Gestante","1","1","11.8","5.5","104000","3.06","0","","","",""
"2230-3","2230","3","43","259","Gestante","1","2","14.7","6.2","104000","3.06","0","","","",""
"900-5","900","5","45","15","Abierta","2","2","17.6","6.1","103000","3.04","0","","","",""
"947-6","947","6","35","216","Gestante","1","1","15.1","6.7","101000","3.01","0","","","",""
"1495-9","1495","9","44","118","Abierta","2","2","15","7","101000","3.01","0","","","",""
"755-1","755","1","82","170","Gestante","1","5","16.2","7.7","100000","3","0","","","",""
"920-10","920","10","39","53","Inseminada","3","2","15.2","4.4","102000","3.03","0","","","",""
"831-9","831","9","61","46","Abierta","2","3","16.4","6.9","102000","3.03","0","","","",""
"935-6","935","6","37","39","Abierta","2","2","19.2","6.6","102000","3.03","0","","","",""
"50-4","50","4","113","221","Gestante","1","5","15.7","5.9","134000","3.42","0","","","",""
"877-8","877","8","49","158","No gestante","#N/A","2","13.8","7.1","133000","3.41","0","","","",""
"946-4","946","4","35","225","Gestante","1","1","10.9","6.1","132000","3.4","0","","","",""
"755-2","755","2","82","177","Gestante","1","5","16.4","7.3","135000","3.43","0","","","",""
"951-11","951","11","36","250","Inseminada","3","1","10.4","6.1","135000","3.43","0","","","",""
"967-9","967","9","31","201","Gestante","1","1","12.3","6","135000","3.43","0","","","",""
"930-1","930","1","36","90","Inseminada","3","1","8.9","6.5","130000","3.38","0","","","",""
"755-4","755","4","82","191","Gestante","1","5","16.8","7.9","130000","3.38","0","","","",""
"946-11","946","11","36","275","Gestante","1","1","12","6.9","129000","3.37","0","","","",""
"830-6","830","6","60","195","Gestante","1","3","14.7","6.2","131000","3.39","0","","","",""
"910-7","910","7","42","143","Abierta","2","2","14.1","6.9","131000","3.39","0","","","",""
"835-3","835","3","59","21","Abierta","2","3","21.6","7.2","130000","3.38","0","","","",""
"58-2","58","2","144","117","Inseminada","3","8","16.6","7.5","136000","3.44","0","","","",""
"902-2","902","2","43","64","Inseminada","3","2","14.3","7.2","142000","3.51","0","","","",""
"925-2","925","2","37","311","Gestante","1","1","11.6","5.7","142000","3.51","0","","","",""
"903-9","903","9","44","63","Abierta","2","2","22.8","7.3","142000","3.51","0","","","",""
"232-11","232","11","93","77","Abierta","2","5","12.8","6.1","145000","3.54","0","","","",""
"1953-9","1953","9","87","113","No gestante","#N/A","5","17.3","6","144000","3.53","0","","","",""
"1546-3","1546","3","58","130","Gestante","1","3","14.5","6.5","143000","3.52","0","","","",""
"7741-9","7741","9","68","225","Gestante","1","4","15.8","6.2","139000","3.48","0","","","",""
"922-9","922","9","39","365","Gestante","1","1","11.6","5.8","139000","3.48","0","","","",""
"882-5","882","5","47","160","Inseminada","3","2","11.7","6.3","137000","3.45","0","","","",""
"1495-5","1495","5","43","90","Abierta","2","2","17.2","6.3","141000","3.5","0","","","",""
"219-4","219","4","91","117","Inseminada","3","4","18.2","7.3","141000","3.5","0","","","",""
"903-1","903","1","42","7","Abierta","2","2","18.8","6.7","140000","3.49","0","","","",""
"78-11","78","11","77","359","Gestante","1","4","14.2","6.4","120000","3.26","0","","","",""
"1652-9","1652","9","46","290","Gestante","1","1","11.4","5.9","120000","3.26","0","","","",""
"830-1","830","1","59","160","Gestante","1","3","15.3","6.3","119000","3.25","0","","","",""
"952-8","952","8","35","264","Gestante","1","1","9.6","6.2","121000","3.28","0","","","",""
"923-4","923","4","38","332","Gestante","1","1","9","5.3","121000","3.28","0","","","",""
"835-2","835","2","59","14","Abierta","2","3","16.5","6.2","121000","3.28","0","","","",""
"961-5","961","5","33","214","Gestante","1","1","10.9","6.1","116000","3.21","0","","","",""
"1603-2","1603","2","86","362","No gestante","#N/A","4","11.1","6.2","116000","3.21","0","","","",""
"78-10","78","10","77","352","Gestante","1","4","13.9","6.6","116000","3.21","0","","","",""
"1495-10","1495","10","45","126","Abierta","2","2","17.2","7","119000","3.25","0","","","",""
"219-9","219","9","92","152","Inseminada","3","4","18","6","117000","3.23","0","","","",""
"219-6","219","6","92","131","Inseminada","3","4","20.4","6.3","116000","3.21","0","","","",""
"961-1","961","1","32","186","Gestante","1","1","11","5.8","122000","3.29","0","","","",""
"914-8","914","8","41","142","Gestante","1","2","15.1","6","126000","3.33","0","","","",""
"1546-10","1546","10","60","180","Gestante","1","3","14.2","6.8","125000","3.32","0","","","",""
"967-11","967","11","32","216","Gestante","1","1","13.5","6.1","125000","3.32","0","","","",""
"35-9","35","9","154","101","Inseminada","3","5","17.9","7.5","129000","3.37","0","","","",""
"900-6","900","6","45","22","Abierta","2","2","19.4","6.9","129000","3.37","0","","","",""
"910-9","910","9","43","156","Abierta","2","2","13.2","7.5","127000","3.34","0","","","",""
"755-6","755","6","83","205","Gestante","1","5","16.1","7.1","123000","3.3","0","","","",""
"58-1","58","1","143","110","Inseminada","3","8","18.2","7.2","122000","3.29","0","","","",""
"957-11","957","11","35","271","Gestante","1","1","15.3","6","122000","3.29","0","","","",""
"877-9","877","9","50","165","No gestante","#N/A","2","13.8","7.5","124000","3.31","0","","","",""
"1946-9","1946","9","91","41","Abierta","2","5","23.1","5.4","124000","3.31","0","","","",""
"957-8","957","8","34","249","Gestante","1","1","12.6","5.9","123000","3.3","0","","","",""
"975-4","975","4","29","128","Inseminada","3","1","13.1","6.2","20000","0.68","0","","","",""
"796-6","796","6","66","57","Abierta","2","4","19.5","7","24000","0.94","0","","","",""
"1523-8","1523","8","66","30","Abierta","2","4","17.9","6.1","27000","1.11","0","","","",""
"839-7","839","7","59","70","Inseminada","3","3","15.1","6.1","29000","1.21","0","","","",""
"934-2","934","2","36","195","Gestante","1","1","13.1","6.1","31000","1.31","0","","","",""
"24-9","24","9","18","75","Abierta","2","1","10.8","5.2","32000","1.36","0","","","",""
"930-4","930","4","37","111","No gestante","#N/A","1","9","6.6","33000","1.4","0","","","",""
"934-1","934","1","36","188","Gestante","1","1","12.4","6.2","35000","1.49","0","","","",""
"926-9","926","9","39","43","Abierta","2","2","16.4","5.9","36000","1.53","0","","","",""
"796-8","796","8","67","71","Abierta","2","4","18.8","6.8","37000","1.57","0","","","",""
"930-6","930","6","37","125","Inseminada","3","1","8.3","6.2","38000","1.6","0","","","",""
"938-6","938","6","37","61","Abierta","2","1","20.3","5.6","39000","1.64","0","","","",""
"920-8","920","8","39","38","Abierta","2","2","15.2","5.5","40000","1.68","0","","","",""
"938-1","938","1","35","26","Abierta","2","1","20.5","6.3","41000","1.71","0","","","",""
"977-11","977","11","30","149","Inseminada","3","1","13","6.2","43000","1.78","0","","","",""
"877-1","877","1","48","109","Inseminada","3","2","20.3","6.6","44000","1.82","0","","","",""
"835-10","835","10","60","71","Abierta","2","3","21.5","7.2","46000","1.88","0","","","",""
"916-8","916","8","40","341","No gestante","#N/A","1","11.6","6.7","49000","1.97","0","","","",""
"972-1","972","1","28","124","Inseminada","3","1","11.5","6.1","51000","2.03","0","","","",""
"957-4","957","4","33","221","Inseminada","3","1","13.5","6","52000","2.06","0","","","",""
"1652-11","1652","11","46","305","Gestante","1","1","10","5.7","54000","2.11","0","","","",""
"839-8","839","8","60","76","Inseminada","3","3","19.8","5.9","56000","2.16","0","","","",""
"796-3","796","3","66","36","Abierta","2","4","17.1","6.7","59000","2.24","0","","","",""
"916-3","916","3","39","306","Inseminada","3","1","15.8","6.8","61000","2.29","0","","","",""
"975-5","975","5","29","135","Inseminada","3","1","12.8","6.4","62000","2.31","0","","","",""
"1652-4","1652","4","44","255","Gestante","1","1","9.8","5.9","66000","2.4","0","","","",""
"1546-5","1546","5","59","144","Gestante","1","3","13.9","6.7","69000","2.46","0","","","",""
"1652-5","1652","5","45","262","Gestante","1","1","9.9","5.9","72000","2.53","0","","","",""
"902-4","902","4","43","78","Inseminada","3","2","15.3","9.9","73000","2.55","0","","","",""
"951-8","951","8","35","228","Inseminada","3","1","10.5","6.5","74000","2.57","0","","","",""
"884-1","884","1","46","220","Gestante","1","2","13.4","6.7","78000","2.64","0","","","",""
"916-10","916","10","41","356","No gestante","#N/A","1","13.5","6.6","79000","2.66","0","","","",""
"920-9","920","9","39","45","Abierta","2","2","14.4","5.9","80000","2.68","0","","","",""
"916-6","916","6","40","327","No gestante","#N/A","1","12.6","6.6","83000","2.73","0","","","",""
"935-9","935","9","37","60","Abierta","2","2","19.9","6.7","85000","2.77","0","","","",""
"903-7","903","7","44","50","Abierta","2","2","24.4","6.9","87000","2.8","0","","","",""
"831-8","831","8","60","39","Abierta","2","3","16.3","6.1","88000","2.82","0","","","",""
"1579-4","1579","4","87","274","Gestante","1","4","13.8","6.2","90000","2.85","0","","","",""
"831-6","831","6","60","25","Abierta","2","3","15.4","6.5","92000","2.88","0","","","",""
"967-6","967","6","31","180","Gestante","1","1","13.1","5.7","95000","2.93","0","","","",""
"78-9","78","9","77","344","Gestante","1","4","13.4","6.2","96000","2.94","0","","","",""
"1495-7","1495","7","44","105","Abierta","2","2","17.8","6.7","98000","2.97","0","","","",""
"219-7","219","7","92","139","Inseminada","3","4","21.2","7.3","100000","3","0","","","",""
"910-2","910","2","41","107","Abierta","2","2","13.3","5.7","102000","3.03","0","","","",""
"686-7","686","7","108","232","Inseminada","3","6","11.5","7.3","104000","3.06","0","","","",""
"1953-4","1953","4","85","78","Inseminada","3","5","16.3","5.7","107000","3.1","0","","","",""
"1946-6","1946","6","91","20","Abierta","2","5","16.2","7.7","109000","3.12","0","","","",""
"686-6","686","6","108","224","Inseminada","3","6","11.6","6.4","112000","3.16","0","","","",""
"938-2","938","2","36","33","Abierta","2","1","21.7","5.4","114000","3.19","0","","","",""
"50-3","50","3","113","214","Inseminada","3","5","15.6","7.2","116000","3.21","0","","","",""
"882-10","882","10","48","196","Inseminada","3","2","13.9","6.5","116000","3.21","0","","","",""
"1495-8","1495","8","44","111","Abierta","2","2","16.4","6.4","121000","3.28","0","","","",""
"58-6","58","6","145","145","No gestante","#N/A","8","15.1","7.2","122000","3.29","0","","","",""
"972-8","972","8","30","173","Inseminada","3","1","11.7","6","125000","3.32","0","","","",""
"2230-8","2230","8","44","294","Gestante","1","2","13.2","6.4","129000","3.37","0","","","",""
"880-8","880","8","49","36","Abierta","2","2","26.1","6.2","130000","3.38","0","","","",""
"798-5","798","5","66","274","Gestante","1","4","8.4","6.2","135000","3.43","0","","","",""
"925-10","925","10","39","368","Gestante","1","1","11.5","5.9","137000","3.45","0","","","",""
"900-8","900","8","45","36","Abierta","2","2","20.3","6.8","142000","3.51","0","","","",""
"798-2","798","2","65","253","Gestante","1","4","9.7","7.3","145000","3.54","0","","","",""
"894-3","894","3","45","220","Gestante","1","2","16.1","6.7","147000","3.56","0","","","",""
"877-7","877","7","49","152","Inseminada","3","2","12.9","6","150000","3.58","0","","","",""
"935-5","935","5","37","32","Abierta","2","2","19.2","7.1","152000","3.6","0","","","",""
"78-7","78","7","76","331","Gestante","1","4","14.2","7.1","155000","3.63","0","","","",""
"914-10","914","10","41","157","Gestante","1","2","15.3","6.3","156000","3.64","0","","","",""
"910-6","910","6","42","135","Abierta","2","2","10.3","6.4","160000","3.68","0","","","",""
"2230-11","2230","11","45","316","Gestante","1","2","13.5","6.1","165000","3.72","0","","","",""
"755-3","755","3","82","184","Gestante","1","5","14.8","6.5","166000","3.73","0","","","",""
"894-11","894","11","47","277","Gestante","1","2","12.6","6.6","169000","3.76","0","","","",""
"946-6","946","6","35","239","Gestante","1","1","12.7","6.5","172000","3.78","0","","","",""
"951-9","951","9","36","235","Inseminada","3","1","8.9","5.4","175000","3.81","0","","","",""
"1056-1","1056","1","93","227","Inseminada","3","5","15.4","6.9","177000","3.82","0","","","",""
"2230-4","2230","4","43","266","Gestante","1","2","14.3","6.2","176000","3.82","0","","","",""
"742-5","742","5","86","268","Gestante","1","5","13.5","7.1","178000","3.83","0","","","",""
"830-10","830","10","61","224","Gestante","1","3","13.9","6.1","182000","3.86","0","","","",""
"872-10","872","10","51","213","Inseminada","3","2","9.5","6.8","185000","3.89","0","","","",""
"922-4","922","4","38","330","Gestante","1","1","9.4","5.6","187000","3.9","0","","","",""
"920-5","920","5","38","17","Abierta","2","2","14.4","6.4","190000","3.93","0","","","",""
"759-10","759","10","79","120","Inseminada","3","5","18.4","6.9","194000","3.96","0","","","",""
"1946-10","1946","10","92","49","Abierta","2","5","18.8","7","198000","3.99","0","","","",""
"835-9","835","9","60","63","Abierta","2","3","20.1","7.7","202000","4.01","1","","","",""
"1107-10","1107","10","102","39","Abierta","2","7","16.9","4.7","205000","4.04","1","","","",""
"922-8","922","8","38","358","Gestante","1","1","10.9","6.2","211000","4.08","1","","","",""
"830-3","830","3","59","174","Gestante","1","3","13.2","6.2","218000","4.12","1","","","",""
"951-4","951","4","34","200","Inseminada","3","1","9.4","4","225000","4.17","1","","","",""
"2218-8","2218","8","45","307","Gestante","1","2","13.2","4.8","229000","4.2","1","","","",""
"884-7","884","7","47","263","Gestante","1","2","12.2","6","231000","4.21","1","","","",""
"830-5","830","5","60","188","Gestante","1","3","13.8","6.4","235000","4.23","1","","","",""
"240-11","240","11","93","151","Inseminada","3","5","14.3","6.9","241000","4.27","1","","","",""
"1600-3","1600","3","86","182","Inseminada","3","5","15.8","7","249000","4.32","1","","","",""
"947-7","947","7","35","224","Gestante","1","1","15.7","6.5","257000","4.36","1","","","",""
"953-3","953","3","33","188","Inseminada","3","1","11.3","7.1","263000","4.4","1","","","",""
"2218-9","2218","9","45","314","Gestante","1","2","12.5","6.3","273000","4.45","1","","","",""
"972-4","972","4","29","145","Inseminada","3","1","10.3","6.2","277000","4.47","1","","","",""
"894-5","894","5","45","234","Gestante","1","2","14.7","5","284000","4.51","1","","","",""
"755-11","755","11","84","241","Gestante","1","5","17.2","7.5","288000","4.53","1","","","",""
"232-5","232","5","91","34","Abierta","2","5","12.8","6.2","292000","4.55","1","","","",""
"58-5","58","5","144","138","No gestante","#N/A","8","17.6","7.9","304000","4.6","1","","","",""
"58-4","58","4","144","131","No gestante","#N/A","8","18.6","7.2","309000","4.63","1","","","",""
"935-1","935","1","36","4","Abierta","2","2","13.6","6.6","314000","4.65","1","","","",""
"58-9","58","9","145","166","No gestante","#N/A","8","11.7","7.5","320000","4.68","1","","","",""
"212-2","212","2","91","17","Abierta","2","4","18","7.1","328000","4.71","1","","","",""
"888-9","888","9","47","307","Gestante","1","2","8.6","6.1","334000","4.74","1","","","",""
"742-10","742","10","88","304","Gestante","1","5","10","7","349000","4.8","1","","","",""
"197-6","197","6","59","74","Inseminada","3","4","19.9","6.5","357000","4.84","1","","","",""
"1931-11","1931","11","87","96","Abierta","2","6","15.7","5.5","364000","4.86","1","","","",""
"951-10","951","10","36","243","Inseminada","3","1","9.6","6.6","375000","4.91","1","","","",""
"922-5","922","5","38","337","Gestante","1","1","9.6","5.6","386000","4.95","1","","","",""
"872-9","872","9","50","205","Inseminada","3","2","16","7","390000","4.96","1","","","",""
"922-6","922","6","38","344","Gestante","1","1","9.7","5.4","396000","4.99","1","","","",""
"1955-8","1955","8","90","288","Inseminada","3","4","5.1","7.3","413000","5.05","1","","","",""
"872-6","872","6","50","184","Inseminada","3","2","15.2","6.5","419000","5.07","1","","","",""
"749-7","749","7","84","79","Abierta","2","4","24.8","7.1","426000","5.09","1","","","",""
"806-10","806","10","66","77","Abierta","2","3","17.4","6.1","443000","5.15","1","","","",""
"888-8","888","8","47","300","Gestante","1","2","10.2","6.1","460000","5.2","1","","","",""
"240-10","240","10","93","144","Inseminada","3","5","14.2","6.4","470000","5.23","1","","","",""
"1915-3","1915","3","85","253","Gestante","1","5","10.6","4","485000","5.28","1","","","",""
"240-5","240","5","92","108","Inseminada","3","5","12.9","6.7","499000","5.32","1","","","",""
"784-5","784","5","71","169","Gestante","1","3","12.3","6","510000","5.35","1","","","",""
"1955-11","1955","11","91","310","Inseminada","3","4","5.6","7.2","526000","5.4","1","","","",""
"653-1","653","1","118","238","Inseminada","3","6","11.8","7.5","561000","5.49","1","","","",""
"690-6","690","6","94","254","Gestante","1","5","11.8","6.7","581000","5.54","1","","","",""
"1867-3","1867","3","50","153","Inseminada","3","2","12.6","7.4","600000","5.58","1","","","",""
"1600-7","1600","7","87","211","Inseminada","3","5","12.4","8","610000","5.61","1","","","",""
"801-3","801","3","65","460","Gestante","1","2","3.6","5.9","632000","5.66","1","","","",""
"1939-3","1939","3","85","256","Gestante","1","5","8.8","9.2","647000","5.69","1","","","",""
"888-5","888","5","46","279","Gestante","1","2","10","6.9","655000","5.71","1","","","",""
"825-11","825","11","62","305","Gestante","1","3","12.2","7.1","672000","5.75","1","","","",""
"653-9","653","9","120","294","No gestante","#N/A","6","7.6","8.4","690000","5.79","1","","","",""
"882-8","882","8","48","181","Inseminada","3","2","11.9","6.7","712000","5.83","1","","","",""
"1241-10","1241","10","103","128","Abierta","2","7","16.8","6.5","742000","5.89","1","","","",""
"653-10","653","10","120","302","No gestante","#N/A","6","8.4","9.2","769000","5.94","1","","","",""
"801-2","801","2","65","453","Gestante","1","2","4.9","6.1","785000","5.97","1","","","",""
"1112-10","1112","10","102","335","Gestante","1","4","17","5.2","821000","6.04","1","","","",""
"1913-6","1913","6","91","334","Gestante","1","4","4.3","6.3","848000","6.08","1","","","",""
"653-11","653","11","121","309","No gestante","#N/A","6","8.7","8.1","883000","6.14","1","","","",""
"691-4","691","4","93","264","Gestante","1","5","6.4","6.1","904000","6.18","1","","","",""
"806-2","806","2","64","20","Abierta","2","3","14.7","6.6","926000","6.21","1","","","",""
"884-10","884","10","48","284","Gestante","1","2","16","7.2","943000","6.24","1","","","",""
"1913-3","1913","3","90","313","Gestante","1","4","6.7","7.4","960000","6.26","1","","","",""
"1867-5","1867","5","50","167","Inseminada","3","2","13.4","9","996000","6.32","1","","","",""
"52-7","52","7","107","272","Gestante","1","6","13.9","7.4","1070000","6.42","1","","","",""
"888-3","888","3","46","265","Gestante","1","2","10.4","6.5","1118000","6.48","1","","","",""
"1241-2","1241","2","101","71","Abierta","2","7","19.8","6.5","1160000","6.54","1","","","",""
"1915-6","1915","6","86","274","Gestante","1","5","10.3","4.8","1253000","6.65","1","","","",""
"691-7","691","7","94","286","Gestante","1","5","4.3","5","1306000","6.71","1","","","",""
"825-6","825","6","61","269","Gestante","1","3","14","4.9","1341000","6.75","1","","","",""
"784-10","784","10","72","205","Gestante","1","3","11.4","6.4","1412000","6.82","1","","","",""
"17-4","17","4","107","272","Gestante","1","5","6.4","6.9","1442000","6.85","1","","","",""
"904-8","904","8","44","31","Abierta","2","2","17","8.1","1535000","6.94","1","","","",""
"1241-3","1241","3","101","78","Abierta","2","7","17.9","6.3","1626000","7.02","1","","","",""
"68-3","68","3","81","294","Gestante","1","3","3","7","1733000","7.12","1","","","",""
"972-11","972","11","31","195","Inseminada","3","1","6.5","5.5","1789000","7.16","1","","","",""
"206-3","206","3","91","266","Gestante","1","4","4.1","7.2","1987000","7.31","1","","","",""
"872-7","872","7","50","192","Inseminada","3","2","16.1","6.6","2087000","7.38","1","","","",""
"902-9","902","9","44","113","Gestante","1","2","12.6","6.1","2269000","7.5","1","","","",""
"806-8","806","8","66","62","Abierta","2","3","16.6","7.4","2364000","7.56","1","","","",""
"904-11","904","11","44","53","Abierta","2","2","17.5","8.4","2443000","7.61","1","","","",""
"845-6","845","6","58","55","Abierta","2","3","13.7","6.7","2942000","7.88","1","","","",""
"822-1","822","1","60","93","Inseminada","3","3","19.3","7.7","3866000","8.27","1","","","",""
"888-2","888","2","46","258","Gestante","1","2","11.2","6.7","6296000","8.98","1","","","",""
